"","age","pop","gp","country","seed","year","share"
"1",0,1380,0,"TrinidadandTobago","134750",2022,0
"2",1,1358,0,"TrinidadandTobago","134750",2022,0
"3",2,1450,0,"TrinidadandTobago","134750",2022,0
"4",3,1466,0,"TrinidadandTobago","134750",2022,0
"5",4,1548,0,"TrinidadandTobago","134750",2022,0
"6",5,1549,0,"TrinidadandTobago","134750",2022,0
"7",6,1595,0,"TrinidadandTobago","134750",2022,0
"8",7,1584,0,"TrinidadandTobago","134750",2022,0
"9",8,1694,0,"TrinidadandTobago","134750",2022,0
"10",9,1622,0,"TrinidadandTobago","134750",2022,0
"11",10,1634,0,"TrinidadandTobago","134750",2022,0
"12",11,1649,0,"TrinidadandTobago","134750",2022,0
"13",12,1670,0,"TrinidadandTobago","134750",2022,0
"14",13,1745,0,"TrinidadandTobago","134750",2022,0
"15",14,1606,0,"TrinidadandTobago","134750",2022,0
"16",15,1645,0,"TrinidadandTobago","134750",2022,0
"17",16,1672,0,"TrinidadandTobago","134750",2022,0
"18",17,1628,0,"TrinidadandTobago","134750",2022,0
